종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
261270,7,KODEX 미국달러선물인버스,8805,5,-25,-0.28,8794.0,-6.1637,101618,894,350,기타,KODEX,True,False,False
365000,2,TIGER KRX인터넷K-뉴딜,5520,5,-90,-1.6,5526.0,-38.9488,57915,322,348,국내 업종/테마,TIGER,False,False,False
279530,2,KODEX 고배당,8905,5,-195,-2.14,8936.0,-8.6071,24299,218,347,국내 업종/테마,KODEX,False,False,False
284430,6,KODEX 200미국채혼합,11860,2,25,0.21,11868.0,-6.2203,26133,311,332,채권,KODEX,False,False,False
108450,2,KINDEX 삼성그룹섹터가중,13500,5,-115,-0.84,13498.0,-7.4314,13009,176,324,국내 업종/테마,KINDEX,False,False,False
376410,2,TIGER 탄소효율그린뉴딜,7470,5,-90,-1.19,7474.0,-14.932,40668,307,321,국내 업종/테마,TIGER,False,False,False
336160,6,KBSTAR 금융채액티브,98990,5,-55,-0.06,98971.0,-2.534,6,0,317,채권,KBSTAR,False,False,False
404260,2,KODEX KRX기후변화솔루션,8230,5,-205,-2.43,8237.0,-3.6441,1755,14,313,국내 업종/테마,KODEX,False,False,False
219390,4,KBSTAR 미국S&P원유생산기업(합성 H),5625,5,-170,-2.93,5777.0,0.695,185997,1040,307,해외 주식,KBSTAR,False,False,True
332500,1,KINDEX 200TR,19075,5,-180,-0.93,19023.0,-14.1935,627,12,305,국내 시장지수,KINDEX,False,False,False
266360,2,KODEX 미디어&엔터테인먼트,14400,5,-115,-0.79,14446.0,-29.4464,5497,80,302,국내 업종/테마,KODEX,False,False,False
227540,2,TIGER 200 헬스케어,17140,5,-15,-0.09,17144.0,-13.5115,4736,81,302,국내 업종/테마,TIGER,False,False,False
169950,4,KODEX 차이나A50,21415,2,330,1.57,21661.0,4.0977,7122,151,300,해외 주식,KODEX,False,False,False
404540,2,TIGER KRX기후변화솔루션,8280,5,-175,-2.07,8283.0,-4.3444,2120,17,298,국내 업종/테마,TIGER,False,False,False
381560,2,HANARO Fn전기&수소차,7495,5,-245,-3.17,7492.0,-4.4445,13900,105,292,국내 업종/테마,HANARO,False,False,False
304780,3,HANARO 200선물레버리지,15500,5,-200,-1.27,15502.0,-27.8659,1235,19,287,국내 파생,HANARO,False,True,False
326230,2,KBSTAR 내수주플러스,7780,5,-55,-0.7,7782.0,-14.3997,1777,13,286,국내 업종/테마,KBSTAR,False,False,False
248270,4,TIGER S&P글로벌헬스케어(합성),18535,2,535,2.97,18510.0,-5.6851,5041,93,278,해외 주식,TIGER,False,False,False
266370,2,KODEX IT,15445,5,-295,-1.87,15431.0,-17.0313,2980,46,278,국내 업종/테마,KODEX,False,False,False
210780,2,TIGER 코스피고배당,12980,5,-250,-1.89,12976.0,-11.9058,5802,75,273,국내 업종/테마,TIGER,False,False,False
304660,6,KODEX 미국채울트라30년선물(H),9645,2,105,1.1,9631.0,-13.8601,30922,298,270,채권,KODEX,False,False,True
332620,6,ARIRANG 미국장기우량회사채,88000,2,50,0.06,88425.0,-5.6382,213,18,264,채권,ARIRANG,False,False,False
139270,2,TIGER 200 금융,6030,5,-80,-1.31,6028.0,-12.7019,11963,72,260,국내 업종/테마,TIGER,False,False,False
239660,6,ARIRANG 우량회사채50 1년,108370,2,35,0.03,108353.0,-0.4915,253,27,260,채권,ARIRANG,False,False,False
287180,4,ARIRANG 미국나스닥테크,19225,2,220,1.16,19234.0,-17.9582,8102,155,260,해외 주식,ARIRANG,False,False,False
385600,2,KINDEX 친환경자동차밸류체인액티브,8920,5,-395,-4.24,8906.0,-2.522,2600,23,259,국내 업종/테마,KINDEX,False,False,False
337140,2,KODEX 코스피대형주,11235,5,-90,-0.79,11231.0,-12.9182,2302,25,258,국내 업종/테마,KODEX,False,False,False
250780,3,TIGER 코스닥150선물인버스,5615,2,180,3.31,5615.0,18.2807,5681556,31030,258,국내 파생,TIGER,True,False,False
399110,4,SOL 미국S&P500ESG,9545,2,125,1.33,9567.0,-10.9978,8849,84,258,해외 주식,SOL,False,False,False
428560,4,KODEX 미국ETF산업Top10 Indxx,9880,2,185,1.91,10023.0,,42219,413,257,해외 주식,KODEX,False,False,False
304770,1,HANARO 코스닥150,10250,5,-365,-3.44,10352.0,-17.4701,7028,72,256,국내 시장지수,HANARO,False,False,False
236350,4,TIGER 인도니프티50레버리지(합성),20900,2,230,1.11,20877.0,-13.406,2048,42,255,해외 주식,TIGER,False,True,False
395760,2,ARIRANG ESG성장주액티브,7180,5,-125,-1.71,7207.0,-13.0875,6947,50,255,국내 업종/테마,ARIRANG,False,False,False
266420,2,KODEX 헬스케어,11775,5,-70,-0.59,11880.0,-14.8149,8498,101,247,국내 업종/테마,KODEX,False,False,False
396520,4,TIGER 차이나반도체FACTSET,7435,2,165,2.27,7490.0,-13.2976,24455,180,247,해외 주식,TIGER,False,False,False
411540,1,SOL 200 Top10,7670,5,-30,-0.39,7706.0,-11.0341,16,0,245,국내 시장지수,SOL,False,False,False
332610,6,ARIRANG 미국단기우량회사채,106595,2,390,0.37,106637.0,5.1742,235,25,245,채권,ARIRANG,False,False,False
217780,4,TIGER 차이나CSI300인버스(합성),7655,5,-145,-1.86,7554.0,-2.7432,11864,91,245,해외 주식,TIGER,True,False,False
319640,4,TIGER 골드선물(H),13180,2,55,0.42,13184.0,-6.1159,20302,267,244,해외 주식,TIGER,False,False,True
243880,2,TIGER 200IT레버리지,30895,5,-740,-2.34,30778.0,-33.4211,4142,129,239,국내 업종/테마,TIGER,False,True,False
375770,2,KODEX 탄소효율그린뉴딜,7480,5,-85,-1.12,7481.0,-14.2388,2123,15,239,국내 업종/테마,KODEX,False,False,False
269420,4,KODEX S&P글로벌인프라(합성),13495,5,-90,-0.66,13617.0,0.4807,11148,150,238,해외 주식,KODEX,False,False,False
160580,5,TIGER 구리실물,10120,5,-225,-2.17,10341.0,-9.4134,38418,388,238,원자재,TIGER,False,False,False
181480,7,KINDEX 미국다우존스리츠(합성 H),82600,2,2090,2.6,82277.0,-16.2184,53,4,231,기타,KINDEX,False,False,True
176950,6,KODEX 국채선물10년인버스,53295,2,5,0.01,53465.0,6.7935,572,30,230,채권,KODEX,True,False,False
385590,2,KINDEX ESG액티브,6955,5,-130,-1.83,6944.0,-17.3665,1004,7,230,국내 업종/테마,KINDEX,False,False,False
364990,2,TIGER KRX게임K-뉴딜,7125,5,-20,-0.28,7145.0,-23.9813,150543,1077,228,국내 업종/테마,TIGER,False,False,False
276650,4,KBSTAR 글로벌4차산업IT(합성 H),17475,2,205,1.19,17420.0,-21.2315,372,6,227,해외 주식,KBSTAR,False,False,True
114100,6,KBSTAR 국고채3년,107165,2,90,0.08,107135.0,-2.5271,688,73,225,채권,KBSTAR,False,False,False
138520,2,TIGER 삼성그룹펀더멘털,9865,5,-150,-1.5,9884.0,-7.5511,11234,111,225,국내 업종/테마,TIGER,False,False,False
388420,2,KBSTAR 비메모리반도체액티브,7660,5,-105,-1.35,7663.0,-24.5238,62475,484,221,국내 업종/테마,KBSTAR,False,False,False
377990,2,TIGER Fn신재생에너지,8455,5,-180,-2.08,8461.0,-4.9951,77852,671,220,국내 업종/테마,TIGER,False,False,False
218420,4,KODEX 미국S&P에너지(합성),10995,5,-60,-0.54,11207.0,2.8372,82506,899,214,해외 주식,KODEX,False,False,False
117460,2,KODEX 에너지화학,15250,5,-415,-2.65,15284.0,-2.1672,13112,203,214,국내 업종/테마,KODEX,False,False,False
329670,7,KODEX TRF7030,12325,2,10,0.08,12327.0,-8.3706,562,6,210,기타,KODEX,False,False,False
365040,1,TIGER AI코리아그로스액티브,10475,5,-120,-1.13,10477.0,-14.0017,3526,36,210,국내 시장지수,TIGER,False,False,False
277540,4,KINDEX 아시아TOP50S&P,12605,5,-40,-0.32,12649.0,-3.5837,1283,16,208,해외 주식,KINDEX,False,False,False
252000,1,TIGER 200동일가중,10390,5,-205,-1.93,10397.0,-11.7819,18,0,208,국내 시장지수,TIGER,False,False,False
280930,4,KODEX 미국러셀2000(H),10915,2,110,1.02,10914.0,-19.3356,3033,33,207,해외 주식,KODEX,False,False,True
329660,7,KODEX TRF5050,11470,2,25,0.22,11437.0,-7.3655,1597,18,206,기타,KODEX,False,False,False
230480,7,KOSEF 미국달러선물인버스2X,6390,5,-40,-0.62,6375.0,-12.3382,16297,104,206,기타,KOSEF,True,False,False
237370,7,KODEX 배당성장채권혼합,11240,5,-35,-0.31,11228.0,-4.9727,2260,25,202,기타,KODEX,False,False,False
261250,7,KODEX 미국달러선물레버리지,12065,2,65,0.54,12084.0,13.1541,239695,2887,201,기타,KODEX,False,True,False
271060,5,KODEX 3대농산물선물(H),13695,5,-300,-2.14,13768.0,-7.01,80879,1111,201,원자재,KODEX,False,False,True
385710,2,TIMEFOLIO 이노베이션액티브,7660,5,-155,-1.98,7656.0,-16.0129,1460,11,199,국내 업종/테마,TIMEFOLIO,False,False,False
174350,2,TIGER 로우볼,10905,5,-95,-0.86,10901.0,-7.8264,65,0,196,국내 업종/테마,TIGER,False,False,False
139250,2,TIGER 200 에너지화학,15780,5,-345,-2.14,15776.0,-1.5809,122145,1957,193,국내 업종/테마,TIGER,False,False,False
140710,2,KODEX 운송,5330,5,-170,-3.09,5338.0,-11.2044,102880,557,192,국내 업종/테마,KODEX,False,False,False
306520,3,HANARO 200선물인버스,11655,2,75,0.65,11669.0,16.3234,31815,368,186,국내 파생,HANARO,True,False,False
265690,4,KINDEX 러시아MSCI(합성),10070,3,0,0.0,513.0,0.0,0,0,186,해외 주식,KINDEX,False,False,False
426150,6,WOORI 대한민국국고채액티브,49255,2,180,0.37,49082.0,,4,0,184,채권,WOORI,False,False,False
292160,1,TIGER KRX300,14130,5,-155,-1.09,14114.0,-14.6451,927,13,184,국내 시장지수,TIGER,False,False,False
401590,4,HANARO 글로벌탄소배출권선물ICE(합성),12200,5,-250,-2.01,12294.0,8.544,5117,62,183,해외 주식,HANARO,False,False,False
168300,1,KTOP 코스피50,21335,5,-35,-0.16,21261.0,-15.1682,149,3,179,국내 시장지수,KTOP,False,False,False
395280,2,HANARO Fn K-게임,5535,5,-85,-1.51,5534.0,-26.8801,38272,210,177,국내 업종/테마,HANARO,False,False,False
308620,6,KODEX 미국채10년선물,11635,2,110,0.95,11632.0,0.5233,9976,116,175,채권,KODEX,False,False,False
360140,2,KODEX 200롱코스닥150숏선물,10770,2,180,1.7,10930.0,1.3882,150359,1594,172,국내 업종/테마,KODEX,False,False,False
140700,2,KODEX 보험,6330,5,-120,-1.86,6330.0,-6.9936,281542,1804,171,국내 업종/테마,KODEX,False,False,False
395290,2,HANARO Fn K-POP&미디어,6690,5,-200,-2.9,6678.0,-32.4974,28843,194,171,국내 업종/테마,HANARO,False,False,False
300950,2,KODEX 게임산업,8895,5,-200,-2.2,8909.0,-27.3969,73747,666,169,국내 업종/테마,KODEX,False,False,False
102960,2,KODEX 기계장비,5080,5,-110,-2.12,5080.0,-2.2967,11354,58,165,국내 업종/테마,KODEX,False,False,False
352560,7,KODEX 다우존스미국리츠(H),12585,2,295,2.4,12564.0,-15.7065,1779,22,164,기타,KODEX,False,False,True
253160,3,ARIRANG 200선물인버스2X,6790,2,90,1.34,6807.0,33.4661,254378,1716,160,국내 파생,ARIRANG,True,False,False
213630,4,ARIRANG 미국다우존스고배당주(합성 H),15345,5,-10,-0.07,15336.0,-8.9805,7976,122,158,해외 주식,ARIRANG,False,False,True
421320,2,ARIRANG iSelect우주항공&UAM,8465,5,-250,-2.87,8495.0,,44197,380,157,국내 업종/테마,ARIRANG,False,False,False
400580,4,SOL 유럽탄소배출권선물S&P(H),13025,5,-340,-2.54,13061.0,6.5789,24521,319,156,해외 주식,SOL,False,False,True
139240,2,TIGER 200 철강소재,7530,5,-220,-2.84,7534.0,-15.2079,7806,59,155,국내 업종/테마,TIGER,False,False,False
252400,3,KBSTAR 200선물레버리지,12900,5,-165,-1.26,12893.0,-27.957,7266,94,155,국내 파생,KBSTAR,False,True,False
211900,2,KODEX 배당성장,12365,5,-185,-1.47,12361.0,-12.7685,4071,50,155,국내 업종/테마,KODEX,False,False,False
245350,4,TIGER 유로스탁스배당30,10950,2,135,1.25,11096.0,-8.0748,4851,53,153,해외 주식,TIGER,False,False,False
237350,1,KODEX 코스피100,23580,5,-195,-0.82,23584.0,-14.1821,2974,70,153,국내 시장지수,KODEX,False,False,False
289260,2,TIGER MSCI KOREA ESG리더스,8345,5,-95,-1.13,8336.0,-15.8777,139,1,153,국내 업종/테마,TIGER,False,False,False
395160,2,KODEX Fn시스템반도체,7230,5,-85,-1.16,7230.0,-19.8269,25631,187,152,국내 업종/테마,KODEX,False,False,False
225130,4,KINDEX 골드선물 레버리지(합성 H),16855,2,70,0.42,16958.0,-12.0514,4095,69,152,해외 주식,KINDEX,False,True,True
251590,2,ARIRANG 고배당저변동50,10450,5,-150,-1.42,10443.0,-6.4349,1212,12,152,국내 업종/테마,ARIRANG,False,False,False
276990,4,KODEX 글로벌4차산업로보틱스(합성),13785,2,120,0.88,13885.0,-19.523,3518,48,150,해외 주식,KODEX,False,False,False
428510,4,KODEX 차이나메타버스액티브,11085,5,-15,-0.14,11198.0,,7483,83,150,해외 주식,KODEX,False,False,False
289040,2,KODEX MSCI KOREA ESG유니버설,9155,5,-85,-0.92,9150.0,-15.0111,4,0,146,국내 업종/테마,KODEX,False,False,False
354500,1,KINDEX 코스닥150,10300,5,-385,-3.6,10383.0,-18.9794,2795,29,144,국내 시장지수,KINDEX,False,False,False
253250,3,KOSEF 200선물레버리지,12735,5,-155,-1.2,12739.0,-28.0692,7220,92,144,국내 파생,KOSEF,False,True,False
227830,1,ARIRANG 코스피,23960,5,-325,-1.34,23982.0,-13.5796,590,14,144,국내 시장지수,ARIRANG,False,False,False
292730,1,FOCUS KRX300,14240,5,-185,-1.28,14192.0,-14.3612,3,0,142,국내 시장지수,FOCUS,False,False,False
373790,4,KOSEF 미국방어배당성장나스닥,12880,2,225,1.78,12954.0,-2.2176,1887,24,142,해외 주식,KOSEF,False,False,False
300610,2,TIGER K게임,9585,5,-430,-4.29,9585.0,-31.0357,49434,479,139,국내 업종/테마,TIGER,False,False,False
153270,1,KOSEF 코스피100,23060,5,-160,-0.69,23033.0,-14.45,232,5,138,국내 시장지수,KOSEF,False,False,False
182490,6,TIGER 단기선진하이일드(합성 H),11520,5,-60,-0.52,11528.0,-4.7306,354,4,138,채권,TIGER,False,False,True
266410,2,KODEX 필수소비재,6905,2,30,0.44,6905.0,-11.3476,25112,174,138,국내 업종/테마,KODEX,False,False,False
276000,4,TIGER 글로벌자원생산기업(합성 H),14515,5,-540,-3.59,14669.0,-9.9582,4582,66,138,해외 주식,TIGER,False,False,True
238720,4,KINDEX 일본Nikkei225(H),17230,5,-10,-0.06,17251.0,-3.741,2042,35,138,해외 주식,KINDEX,False,False,True
227570,2,TIGER 우량가치,9870,5,-220,-2.18,9869.0,-11.499,1442,14,136,국내 업종/테마,TIGER,False,False,False
183700,7,KBSTAR 채권혼합,56685,5,-5,-0.01,56623.0,-6.1393,176,9,136,기타,KBSTAR,False,False,False
411720,4,KBSTAR 글로벌메타버스Moorgate,7500,2,35,0.47,7577.0,-16.9171,1451,10,135,해외 주식,KBSTAR,False,False,False
331910,2,KOSEF Fn중소형,18470,5,-745,-3.88,18449.0,-18.4458,83,1,133,국내 업종/테마,KOSEF,False,False,False
122090,1,ARIRANG 코스피50,21010,5,-150,-0.71,21044.0,-15.119,749,15,132,국내 시장지수,ARIRANG,False,False,False
411050,4,KINDEX 글로벌메타버스테크액티브,6605,2,140,2.17,6664.0,-23.9412,1051,6,132,해외 주식,KINDEX,False,False,False
241390,7,KBSTAR V&S셀렉트밸류채권혼합,10830,5,-60,-0.55,10824.0,-7.6963,1385,15,130,기타,KBSTAR,False,False,False
285690,2,FOCUS ESG리더스,9465,5,-185,-1.92,9468.0,-9.3897,60,0,128,국내 업종/테마,FOCUS,False,False,False
253290,7,KBSTAR 헬스케어채권혼합,10610,5,-60,-0.56,10614.0,-6.8041,4681,49,127,기타,KBSTAR,False,False,False
419420,4,KODEX 미국클린에너지나스닥,9070,2,25,0.28,9189.0,-9.0498,5658,51,127,해외 주식,KODEX,False,False,False
360150,2,KODEX 코스닥150롱코스피200숏선물,8440,5,-185,-2.14,8318.0,-2.0443,1244,10,127,국내 업종/테마,KODEX,False,False,False
223190,2,KODEX 200가치저변동,8960,5,-90,-0.99,8958.0,-11.8879,251,2,125,국내 업종/테마,KODEX,False,False,False
278620,6,ARIRANG 단기채권액티브,105855,2,70,0.07,105858.0,-0.522,43,4,125,채권,ARIRANG,False,False,False
422260,2,VITA MZ소비액티브,7290,5,-80,-1.09,7344.0,,52257,386,124,국내 업종/테마,VITA,False,False,False
322410,2,HANARO 고배당,10210,5,-115,-1.11,10209.0,-7.1827,1512,15,123,국내 업종/테마,HANARO,False,False,False
429760,4,ARIRANG 미국S&P500,9350,2,120,1.3,9382.0,,1188,11,122,해외 주식,ARIRANG,False,False,False
211560,2,TIGER 배당성장,15385,5,-230,-1.47,15381.0,-12.5358,203,3,120,국내 업종/테마,TIGER,False,False,False
138910,5,KODEX 구리선물(H),7050,5,-95,-1.33,7061.0,-16.9187,16142,113,120,원자재,KODEX,False,False,True
413220,4,SOL 차이나태양광CSI(합성),9930,2,90,0.91,9982.0,8.1318,35605,350,119,해외 주식,SOL,False,False,False
337150,2,KODEX 200exTOP,10550,5,-120,-1.12,10535.0,-12.8909,84,0,116,국내 업종/테마,KODEX,False,False,False
251600,7,ARIRANG 고배당주채권혼합,10460,5,-40,-0.38,10447.0,-4.7101,9999,105,115,기타,ARIRANG,False,False,False
409810,4,KODEX 미국나스닥100선물인버스(H),13410,5,-165,-1.22,13386.0,22.7951,178519,2393,114,해외 주식,KODEX,True,False,True
138530,2,TIGER LG그룹+펀더멘털,8505,5,-35,-0.41,8504.0,-11.3649,6143,52,114,국내 업종/테마,TIGER,False,False,False
426020,4,TIMEFOLIO 미국S&P500액티브,9490,2,115,1.23,9496.0,,24,0,114,해외 주식,TIMEFOLIO,False,False,False
426030,4,TIMEFOLIO 미국나스닥100액티브,9490,2,110,1.17,9508.0,,172,1,114,해외 주식,TIMEFOLIO,False,False,False
196030,4,KINDEX 일본TOPIX레버리지(H),18970,5,-30,-0.16,18921.0,-6.954,106,2,114,해외 주식,KINDEX,False,True,True
200030,4,KODEX 미국S&P산업재(합성),19645,2,245,1.26,19668.0,-11.3346,430,8,113,해외 주식,KODEX,False,False,False
219900,4,KINDEX 중국본토CSI300레버리지(합성),4695,2,115,2.51,4808.0,1.7777,7021,32,113,해외 주식,KINDEX,False,True,False
415760,4,SOL 차이나육성산업액티브(합성),8600,2,60,0.7,8777.0,-3.7747,10102,84,112,해외 주식,SOL,False,False,False
404120,2,TIMEFOLIO 탄소중립액티브,7930,5,-170,-2.1,7900.0,-6.7895,88,0,111,국내 업종/테마,TIMEFOLIO,False,False,False
289250,2,TIGER MSCI KOREA ESG유니버설,9210,5,-85,-0.91,9141.0,-14.3082,1,0,111,국내 업종/테마,TIGER,False,False,False
399580,4,KBSTAR 글로벌클린에너지S&P,9180,2,80,0.88,9089.0,-1.0332,10413,94,110,해외 주식,KBSTAR,False,False,False
306950,3,KODEX KRX300레버리지,10990,5,-200,-1.79,10936.0,-27.9923,14506,160,110,국내 파생,KODEX,False,True,False
244670,2,KODEX 밸류Plus,7830,5,-200,-2.49,7833.0,-12.365,367,2,110,국내 업종/테마,KODEX,False,False,False
104530,2,KOSEF 고배당,8075,5,-120,-1.46,8092.0,-12.7542,14701,119,109,국내 업종/테마,KOSEF,False,False,False
390400,4,KODEX 미국스마트모빌리티S&P,6790,2,75,1.12,6785.0,-16.4282,2736,18,109,해외 주식,KODEX,False,False,False
413930,2,WOORI AI ESG액티브,7760,5,-70,-0.89,7750.0,-13.0484,63704,497,109,국내 업종/테마,WOORI,False,False,False
316670,1,KOSEF 코스닥150,5115,5,-185,-3.49,5175.0,-17.944,4452,23,108,국내 시장지수,KOSEF,False,False,False
429000,4,TIGER 미국S&P500배당귀족,9380,2,75,0.81,9425.0,,9190,86,108,해외 주식,TIGER,False,False,False
412570,2,TIGER KRX2차전지K-뉴딜레버리지,6135,5,-315,-4.88,6112.0,8.4033,85791,537,107,국내 업종/테마,TIGER,False,True,False
272910,6,KINDEX 중장기국공채액티브,94695,2,190,0.2,94651.0,-3.9047,32,3,107,채권,KINDEX,False,False,False
248260,4,TIGER 일본TOPIX헬스케어(합성),10605,2,195,1.87,10655.0,-2.6648,98,1,106,해외 주식,TIGER,False,False,False
091220,2,TIGER 은행,6665,5,-125,-1.84,6676.0,-14.6557,43196,291,105,국내 업종/테마,TIGER,False,False,False
185680,4,KODEX 미국S&P바이오(합성),20390,2,730,3.71,20411.0,-17.4297,2947,60,105,해외 주식,KODEX,False,False,False
250730,4,KBSTAR 차이나HSCEI(H),8675,2,45,0.52,8741.0,0.6413,206,1,104,해외 주식,KBSTAR,False,False,True
292560,7,TIGER 일본엔선물,9410,2,80,0.86,9411.0,-5.6623,41887,393,104,기타,TIGER,False,False,False
140950,1,파워 코스피100,23290,5,-110,-0.47,23272.0,-14.3736,57,1,102,국내 시장지수,파워,False,False,False
407820,2,에셋플러스 코리아플랫폼액티브,6395,5,-120,-1.84,6383.0,-28.9919,12377,79,102,국내 업종/테마,에셋플러스,False,False,False
279540,2,KODEX 최소변동성,10150,3,0,0.0,9969.0,-10.9962,0,0,102,국내 업종/테마,KODEX,False,False,False
368680,2,KODEX Fn K-뉴딜디지털플러스,8355,5,-85,-1.01,8393.0,-11.3725,735,6,100,국내 업종/테마,KODEX,False,False,False
418670,4,TIGER 글로벌사이버보안INDXX,9630,2,100,1.05,9748.0,-13.9504,4404,42,100,해외 주식,TIGER,False,False,False
430500,7,KOSEF 물가채KIS,99665,5,-335,-0.33,99542.0,,392,39,100,기타,KOSEF,False,False,False
292500,1,SOL KRX300,14190,5,-85,-0.6,14168.0,-15.1107,1413,20,99,국내 시장지수,SOL,False,False,False
310080,4,KBSTAR 중국MSCI China(H),9420,5,-70,-0.74,9500.0,1.6604,410,3,99,해외 주식,KBSTAR,False,False,True
195920,4,TIGER 일본TOPIX(합성 H),15375,5,-30,-0.19,15356.0,-2.8995,5960,91,98,해외 주식,TIGER,False,False,True
138920,5,KODEX 콩선물(H),14015,5,-445,-3.08,14100.0,-2.79,4847,68,98,원자재,KODEX,False,False,True
285000,2,KBSTAR 200IT,11960,5,-145,-1.2,11939.0,-17.8097,12,0,98,국내 업종/테마,KBSTAR,False,False,False
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),7895,5,-5,-0.06,7913.0,-22.4731,2431,18,98,해외 주식,TIGER,False,True,True
352540,7,KODEX TSE일본리츠(H),12135,2,35,0.29,12227.0,-3.9683,43,0,97,기타,KODEX,False,False,True
139660,7,KOSEF 미국달러선물인버스,9165,5,-35,-0.38,9158.0,-6.2182,8055,73,96,기타,KOSEF,True,False,False
229720,1,KODEX KTOP30,15990,5,-40,-0.25,15935.0,-14.1909,175,2,96,국내 시장지수,KODEX,False,False,False
104520,2,KOSEF 블루칩,7920,5,-50,-0.63,7911.0,-12.3213,3270,26,95,국내 업종/테마,KOSEF,False,False,False
423170,4,SOL 한국형글로벌반도체액티브,8625,2,5,0.06,8668.0,,9906,84,95,해외 주식,SOL,False,False,False
354240,7,KBSTAR 미국고정배당우선증권ICE TR,9985,2,145,1.47,9960.0,-3.0065,1711,17,95,기타,KBSTAR,False,False,False
225030,4,TIGER 미국S&P500선물인버스(H),4310,5,-85,-1.93,4309.0,18.3041,114453,492,95,해외 주식,TIGER,True,False,True
292050,1,KBSTAR KRX300,14330,5,-120,-0.83,14323.0,-14.7795,72,1,93,국내 시장지수,KBSTAR,False,False,False
267450,6,KBSTAR 미국장기국채선물인버스(H),9310,5,-105,-1.12,9332.0,10.6995,11722,109,93,채권,KBSTAR,True,False,True
429980,7,SOL 한국형글로벌전기차&2차전지액티브,10190,2,270,2.72,10207.0,,7465,75,92,기타,SOL,False,False,False
225050,4,TIGER 유로스탁스레버리지(합성 H),6525,2,90,1.4,6585.0,-24.026,1866,12,91,해외 주식,TIGER,False,True,True
272570,6,KBSTAR 중장기국공채액티브,97130,2,50,0.05,97170.0,-3.7764,73,7,91,채권,KBSTAR,False,False,False
429010,4,TIGER 미국나스닥넥스트100,9540,2,35,0.37,9710.0,,3409,32,91,해외 주식,TIGER,False,False,False
253150,3,ARIRANG 200선물레버리지,25735,5,-345,-1.32,25728.0,-27.8163,3872,100,90,국내 파생,ARIRANG,False,True,False
101280,4,KODEX 일본TOPIX100,14925,2,145,0.98,14893.0,-8.0846,126,1,90,해외 주식,KODEX,False,False,False
375760,2,HANARO 탄소효율그린뉴딜,7415,5,-85,-1.13,7410.0,-14.8792,667,4,89,국내 업종/테마,HANARO,False,False,False
253230,3,KOSEF 200선물인버스2X,3375,2,60,1.81,3371.0,33.9393,225142,750,89,국내 파생,KOSEF,True,False,False
403790,1,마이다스 KoreaStock액티브,16720,5,-225,-1.33,16756.0,-12.5871,100,1,88,국내 시장지수,마이다스,False,False,False
316300,7,KINDEX 싱가포르리츠,12520,2,110,0.89,12654.0,-0.9182,1198,15,88,기타,KINDEX,False,False,False
143460,2,KINDEX 밸류대형,7915,5,-85,-1.06,7904.0,-12.223,48,0,87,국내 업종/테마,KINDEX,False,False,False
100910,1,KOSEF KRX100,4815,5,-20,-0.41,4791.0,-14.44,208156,1003,87,국내 시장지수,KOSEF,False,False,False
291130,4,KINDEX 멕시코MSCI(합성),10795,2,25,0.23,10773.0,-6.1438,155,1,86,해외 주식,KINDEX,False,False,False
295020,6,KBSTAR 국채선물10년인버스,53860,5,-135,-0.25,54103.0,6.8467,19,1,86,채권,KBSTAR,True,False,False
429990,7,SOL 한국형글로벌플랫폼&메타버스액티브,9535,2,15,0.16,9646.0,,92,0,86,기타,SOL,False,False,False
415920,5,ARIRANG 글로벌희토류전략자원기업MV,8140,5,-230,-2.75,8114.0,-14.9823,12397,101,85,원자재,ARIRANG,False,False,False
280320,4,KINDEX 미국IT인터넷S&P(합성 H),10670,3,0,0.0,10773.0,-32.8509,5733,60,85,해외 주식,KINDEX,False,False,True
364690,1,KODEX 혁신기술테마액티브,10615,5,-125,-1.16,10617.0,-10.4851,145,1,85,국내 시장지수,KODEX,False,False,False
261110,7,TIGER 미국달러선물레버리지,12115,2,65,0.54,12153.0,12.8277,2360,28,85,기타,TIGER,False,True,False
292750,1,ARIRANG KRX300,13960,5,-155,-1.1,13988.0,-15.3321,81,1,84,국내 시장지수,ARIRANG,False,False,False
270800,2,KBSTAR KQ고배당,11965,5,-370,-3.0,11969.0,-15.5947,983,11,84,국내 업종/테마,KBSTAR,False,False,False
269370,4,TIGER S&P글로벌인프라(합성),11925,5,-195,-1.61,12005.0,2.2439,346,4,83,해외 주식,TIGER,False,False,False
145850,2,TREX 펀더멘탈 200,33260,5,-390,-1.16,33206.0,-11.8048,1,0,83,국내 업종/테마,TREX,False,False,False
416090,4,KINDEX 중국과창판STAR50,8290,2,110,1.34,8593.0,-7.5184,7605,62,83,해외 주식,KINDEX,False,False,False
410870,2,TIMEFOLIO K컬처액티브,6335,5,-175,-2.69,6336.0,-25.0864,1481,9,82,국내 업종/테마,TIMEFOLIO,False,False,False
289670,6,ARIRANG 국채선물10년,50065,2,185,0.37,49843.0,-6.6355,500,25,82,채권,ARIRANG,False,False,False
433330,4,SOL 미국S&P500,10245,2,115,1.14,10274.0,,47681,488,82,해외 주식,SOL,False,False,False
417450,2,KBSTAR 글로벌수소경제Indxx,9620,2,20,0.21,9514.0,-17.7026,256,2,82,국내 업종/테마,KBSTAR,False,False,False
